start_time,date,exchange_supply_ratio,close,change
2022-02-11,2022-02-11,0.02611671,42366.0,-0.025425746509938
2022-02-12,2022-02-12,0.02618356,42199.87,-0.0039213048199027
2022-02-13,2022-02-13,0.02616622,42041.13,-0.0037616229623457
2022-02-14,2022-02-14,0.02612982,42525.14,0.0115127733245989
2022-02-15,2022-02-15,0.02623037,44529.6,0.0471358824450665
2022-02-16,2022-02-16,0.02614923,43860.7,-0.0150214688656534
2022-02-17,2022-02-17,0.02612827,40491.7,-0.0768113595998239
2022-02-18,2022-02-18,0.02609936,39966.8,-0.0129631504728128
2022-02-19,2022-02-19,0.02615293,40052.6,0.0021467818289178
2022-02-20,2022-02-20,0.02611931,38368.1,-0.0420571947888526
2022-02-21,2022-02-21,0.02610413,36986.4,-0.0360116867918921
2022-02-22,2022-02-22,0.02612872,38212.0,0.0331365042285811
2022-02-23,2022-02-23,0.02609601,37227.8,-0.0257563069192923
2022-02-24,2022-02-24,0.02607119,38315.1,0.0292066681351033
2022-02-25,2022-02-25,0.0261364,39205.4,0.0232362697735357
2022-02-26,2022-02-26,0.02612003,39099.3,-0.0027062598519591
2022-02-27,2022-02-27,0.02614181,37672.0,-0.036504489850202
2022-02-28,2022-02-28,0.02612369,43155.0,0.1455457634317265
2022-03-01,2022-03-01,0.02611892,44394.1,0.0287127795156991
2022-03-02,2022-03-02,0.0261562,43885.7,-0.0114519722215339
2022-03-03,2022-03-03,0.02624787,42449.5,-0.0327259221113026
2022-03-04,2022-03-04,0.02632484,39127.7,-0.0782529829562186
2022-03-05,2022-03-05,0.02626365,39375.1,0.0063228863439457
2022-03-06,2022-03-06,0.02623355,38401.1,-0.0247364451137901
2022-03-07,2022-03-07,0.02624805,37963.8,-0.011387694623331
2022-03-08,2022-03-08,0.02623834,38709.9,0.0196529325304632
2022-03-09,2022-03-09,0.02618795,41937.5,0.08337918723634
2022-03-10,2022-03-10,0.02617061,39407.2,-0.0603350223546945
2022-03-11,2022-03-11,0.02625229,38713.0,-0.0176160701597677
2022-03-12,2022-03-12,0.02626456,38792.6,0.0020561568465373
2022-03-13,2022-03-13,0.02624004,37743.7,-0.0270386620128582
2022-03-14,2022-03-14,0.02635706,39653.8,0.0506071211884369
2022-03-15,2022-03-15,0.02652769,39271.0,-0.0096535514881298
2022-03-16,2022-03-16,0.02657959,41105.8,0.0467214993252018
2022-03-17,2022-03-17,0.02661129,40898.1,-0.0050528149312263
2022-03-18,2022-03-18,0.02658188,41751.5,0.020866495020551
2022-03-19,2022-03-19,0.02647332,42188.2,0.0104595044489419
2022-03-20,2022-03-20,0.02642413,41261.0,-0.0219777094068956
2022-03-21,2022-03-21,0.02640051,40982.0,-0.0067618332081141
2022-03-22,2022-03-22,0.0265584,42349.8,0.0333756283246304
2022-03-23,2022-03-23,0.02632926,42867.9,0.0122338240086139
2022-03-24,2022-03-24,0.02613584,43973.4,0.0257885270797029
2022-03-25,2022-03-25,0.02603716,44290.6,0.0072134517685691
2022-03-26,2022-03-26,0.025992,44489.2,0.0044840214402153
2022-03-27,2022-03-27,0.02595422,46820.8,0.0524082249175081
2022-03-28,2022-03-28,0.02578037,47121.9,0.0064309025048696
2022-03-29,2022-03-29,0.0258022,47418.5,0.0062943132598642
2022-03-30,2022-03-30,0.02560596,47053.2,-0.0077037443192004
2022-03-31,2022-03-31,0.02575463,45506.0,-0.0328819293905621
2022-04-01,2022-04-01,0.02571562,46266.2,0.016705489386015
2022-04-02,2022-04-02,0.02562834,45794.6,-0.0101931863866061
2022-04-03,2022-04-03,0.02564628,46392.4,0.0130539408576557
2022-04-04,2022-04-04,0.02574923,46580.9,0.0040631655184901
2022-04-05,2022-04-05,0.02592259,45477.4,-0.0236899673471315
2022-04-06,2022-04-06,0.02585266,43159.7,-0.0509637754137221
2022-04-07,2022-04-07,0.02590148,43417.1,0.0059638968760209
2022-04-08,2022-04-08,0.02572477,42229.2,-0.027360187575863
2022-04-09,2022-04-09,0.02576563,42727.7,0.0118046280772545
2022-04-10,2022-04-10,0.02559675,42140.4,-0.0137451816971191
2022-04-11,2022-04-11,0.02572358,39505.6,-0.0625243234520792
2022-04-12,2022-04-12,0.02552719,40060.7,0.0140511724920011
2022-04-13,2022-04-13,0.02552188,41129.8,0.0266870024737462
2022-04-14,2022-04-14,0.0255424,39915.9,-0.0295138804467807
2022-04-15,2022-04-15,0.02546414,40529.5,0.0153723203034379
2022-04-16,2022-04-16,0.02549061,40361.0,-0.0041574655497846
2022-04-17,2022-04-17,0.02546486,39649.1,-0.0176383142142166
2022-04-18,2022-04-18,0.02549332,40785.6,0.0286639545412128
2022-04-19,2022-04-19,0.02538485,41472.9,0.0168515358361776
2022-04-20,2022-04-20,0.02541913,41327.7,-0.0035010814290779
2022-04-21,2022-04-21,0.02531,40449.8,-0.0212424112641157
2022-04-22,2022-04-22,0.02534262,39674.2,-0.0191743840513427
2022-04-23,2022-04-23,0.02536007,39415.1,-0.0065306924903337
2022-04-24,2022-04-24,0.02532117,39433.4,0.0004642890668804
2022-04-25,2022-04-25,0.02568384,40411.0,0.0247911668788387
2022-04-26,2022-04-26,0.02568163,38093.7,-0.0573432976169855
2022-04-27,2022-04-27,0.02572311,39209.0,0.0292778070914614
2022-04-28,2022-04-28,0.02571625,39732.5,0.0133515264352572
2022-04-29,2022-04-29,0.02573125,38572.2,-0.0292027936827534
2022-04-30,2022-04-30,0.0257647,37614.5,-0.0248287626840054
2022-05-01,2022-05-01,0.0258339,38440.5,0.0219596166372011
2022-05-02,2022-05-02,0.02587042,38525.6,0.0022138109545921
2022-05-03,2022-05-03,0.0262217,37712.9,-0.0210950640612994
2022-05-04,2022-05-04,0.02622594,39684.0,0.0522659355286916
2022-05-05,2022-05-05,0.02638357,36534.7,-0.0793594395726238
2022-05-06,2022-05-06,0.02642782,35995.3,-0.0147640462354965
2022-05-07,2022-05-07,0.02644347,35466.7,-0.0146852505743807
2022-05-08,2022-05-08,0.02698357,34032.0,-0.040452029650348
2022-05-09,2022-05-09,0.0281741,30056.6,-0.1168135872120357
2022-05-10,2022-05-10,0.02897027,31002.1,0.0314573171948922
2022-05-11,2022-05-11,0.0284798,29074.7,-0.0621699820334751
2022-05-12,2022-05-12,0.02792147,29020.7,-0.0018572848559056
2022-05-13,2022-05-13,0.02785441,29274.3,0.0087385900409018
2022-05-14,2022-05-14,0.02788477,30079.8,0.0275156024226028
2022-05-15,2022-05-15,0.02795308,31324.4,0.0413766048976389
2022-05-16,2022-05-16,0.02789016,29866.7,-0.0465356080244154
2022-05-17,2022-05-17,0.02782249,30437.0,0.0190948447602179
2022-05-18,2022-05-18,0.02800435,28700.6,-0.0570489864309886
2022-05-19,2022-05-19,0.02793413,30319.9,0.0564204232664127
2022-05-20,2022-05-20,0.02804708,29188.9,-0.0373022338464177
2022-05-21,2022-05-21,0.02799582,29427.4,0.0081709142859101
2022-05-22,2022-05-22,0.02796683,30284.0,0.0291089256951004
2022-05-23,2022-05-23,0.02803183,29097.7,-0.0391725003302073
2022-05-24,2022-05-24,0.02808044,29643.1,0.0187437495059745
2022-05-25,2022-05-25,0.02826538,29536.7,-0.0035893681834895
2022-05-26,2022-05-26,0.02841649,29194.0,-0.0116025148374734
2022-05-27,2022-05-27,0.02847679,28623.2,-0.0195519627320681
2022-05-28,2022-05-28,0.0283242,29018.8,0.0138209564269542
2022-05-29,2022-05-29,0.0282578,29452.8,0.0149558217431458
2022-05-30,2022-05-30,0.02818837,31726.5,0.0771980932203391
2022-05-31,2022-05-31,0.02840772,31797.8,0.002247332671426
2022-06-01,2022-06-01,0.02843082,29796.9,-0.0629257370006729
2022-06-02,2022-06-02,0.02821621,30437.1,0.0214854565407809
2022-06-03,2022-06-03,0.02811659,29682.8,-0.0247822558653747
2022-06-04,2022-06-04,0.02832991,29848.4,0.0055789885051276
2022-06-05,2022-06-05,0.02819845,29909.9,0.0020604119483791
2022-06-06,2022-06-06,0.02808691,31361.2,0.0485223955947695
2022-06-07,2022-06-07,0.02802276,31118.1,-0.0077516166473222
2022-06-08,2022-06-08,0.02809052,30192.5,-0.0297447466265613
2022-06-09,2022-06-09,0.02814576,30093.3,-0.0032855841682537
2022-06-10,2022-06-10,0.02823671,29077.7,-0.0337483758843329
2022-06-11,2022-06-11,0.02830515,28416.7,-0.0227321968381267
2022-06-12,2022-06-12,0.02834335,26564.7,-0.0651729440786579
2022-06-13,2022-06-13,0.02828341,22471.5,-0.1540841793809078
2022-06-14,2022-06-14,0.02821339,22122.7,-0.0155218832743697
2022-06-15,2022-06-15,0.02855562,22567.5,0.0201060449221839
2022-06-16,2022-06-16,0.02875626,20387.4,-0.0966035227650381
2022-06-17,2022-06-17,0.0288905,20457.3,0.003428588245681
2022-06-18,2022-06-18,0.02922728,18959.7,-0.0732061415729348
2022-06-19,2022-06-19,0.0294093,20564.2,0.0846268664588574
2022-06-20,2022-06-20,0.0292583,20570.1,0.0002869063712664
2022-06-21,2022-06-21,0.02905826,20713.1,0.0069518378617507
2022-06-22,2022-06-22,0.02943028,19977.4,-0.0355185848569261
2022-06-23,2022-06-23,0.02936711,21096.6,0.0560233063361597
2022-06-24,2022-06-24,0.02931335,21231.2,0.0063801750045031
2022-06-25,2022-06-25,0.02933016,21481.9,0.0118080937488225
2022-06-26,2022-06-26,0.02924607,21029.1,-0.0210782100279771
2022-06-27,2022-06-27,0.02923429,20730.0,-0.0142231479235914
2022-06-28,2022-06-28,0.02919512,20268.6,-0.0222575976845152
2022-06-29,2022-06-29,0.02919596,20109.9,-0.0078298451792426
2022-06-30,2022-06-30,0.02930765,19923.5,-0.0092690664796941
2022-07-01,2022-07-01,0.02927668,19272.0,-0.0327000777975757
2022-07-02,2022-07-02,0.02931948,19240.9,-0.0016137401411373
2022-07-03,2022-07-03,0.02937665,19305.9,0.0033782203535177
2022-07-04,2022-07-04,0.02923713,20226.6,0.0476900843783505
2022-07-05,2022-07-05,0.02905785,20170.0,-0.0027982953140912
2022-07-06,2022-07-06,0.0289643,20554.1,0.0190431333663856
2022-07-07,2022-07-07,0.02886806,21613.4,0.0515371629018055
2022-07-08,2022-07-08,0.0287758,21587.9,-0.0011798236279345
2022-07-09,2022-07-09,0.0287752,21580.0,-0.0003659457381218
2022-07-10,2022-07-10,0.02867348,20853.8,-0.0336515291936978
2022-07-11,2022-07-11,0.02891167,19954.3,-0.0431336255262829
2022-07-12,2022-07-12,0.02910555,19322.9,-0.0316423026615816
2022-07-13,2022-07-13,0.02914604,20220.1,0.0464319537957551
2022-07-14,2022-07-14,0.02915977,20578.6,0.0177298826415299
2022-07-15,2022-07-15,0.02917678,20823.1,0.0118812747222842
2022-07-16,2022-07-16,0.02920672,21183.5,0.0173077015429981
2022-07-17,2022-07-17,0.03002062,20794.4,-0.0183680694880449
2022-07-18,2022-07-18,0.02983358,22423.9,0.0783624437348518
2022-07-19,2022-07-19,0.02975085,23385.9,0.0429006551045982
2022-07-20,2022-07-20,0.02983163,23221.5,-0.0070298769771529
2022-07-21,2022-07-21,0.0298813,23144.5,-0.0033158925995305
2022-07-22,2022-07-22,0.02984397,22675.1,-0.0202812763291495
2022-07-23,2022-07-23,0.02981829,22440.2,-0.0103593809950121
2022-07-24,2022-07-24,0.0298628,22570.6,0.0058109999019615
2022-07-25,2022-07-25,0.0297954,21300.0,-0.0562944715692094
2022-07-26,2022-07-26,0.02974851,21241.0,-0.0027699530516431
2022-07-27,2022-07-27,0.02962766,22941.1,0.0800386045854715
2022-07-28,2022-07-28,0.02966124,23836.2,0.039017309544878
2022-07-29,2022-07-29,0.02982782,23771.1,-0.0027311400307097
2022-07-30,2022-07-30,0.02986888,23629.9,-0.0059399859493248
2022-07-31,2022-07-31,0.02988109,23290.1,-0.0143800862466622
2022-08-01,2022-08-01,0.02991177,23257.6,-0.001395442698829
2022-08-02,2022-08-02,0.02995383,22975.1,-0.0121465671436433
2022-08-03,2022-08-03,0.02992937,22801.5,-0.007556006285065
2022-08-04,2022-08-04,0.03005452,22608.9,-0.00844681270969
2022-08-05,2022-08-05,0.02989125,23298.1,0.0304835706292654
2022-08-06,2022-08-06,0.0298864,22943.3,-0.0152287096372665
2022-08-07,2022-08-07,0.02990106,23167.8,0.0097849916969223
2022-08-08,2022-08-08,0.02987568,23804.4,0.0274777924533189
2022-08-09,2022-08-09,0.02985018,23140.2,-0.0279024045974694
2022-08-10,2022-08-10,0.02996118,23940.9,0.034602120984261
2022-08-11,2022-08-11,0.02997362,23917.2,-0.0009899377216395
2022-08-12,2022-08-12,0.02979509,24387.5,0.0196636730052013
2022-08-13,2022-08-13,0.02977578,24429.0,0.0017016914402869
2022-08-14,2022-08-14,0.02953668,24294.1,-0.0055221253428302
2022-08-15,2022-08-15,0.02956471,24085.2,-0.0085987955923453
2022-08-16,2022-08-16,0.02967993,23843.0,-0.0100559679803364
2022-08-17,2022-08-17,0.02984312,23333.1,-0.0213857316612843
2022-08-18,2022-08-18,0.02978386,23185.1,-0.0063429205720628
2022-08-19,2022-08-19,0.02957804,20824.9,-0.101798137596991
2022-08-20,2022-08-20,0.02953035,21127.8,0.0145450878515622
2022-08-21,2022-08-21,0.02939922,21505.6,0.0178816535559782
2022-08-22,2022-08-22,0.02941037,21387.0,-0.0055148426456363
2022-08-23,2022-08-23,0.02940175,21518.2,0.006134567728059
2022-08-24,2022-08-24,0.02916036,21354.9,-0.0075889247241869
2022-08-25,2022-08-25,0.02921198,21548.3,0.0090564694753896
2022-08-26,2022-08-26,0.02931467,20228.7,-0.0612391696792785
2022-08-27,2022-08-27,0.02942459,20023.9,-0.0101242294363947
2022-08-28,2022-08-28,0.02950294,19547.5,-0.0237915690749555
2022-08-29,2022-08-29,0.02942676,20275.5,0.0372426141450312
2022-08-30,2022-08-30,0.0295442,19803.1,-0.023299055510345
2022-08-31,2022-08-31,0.02970775,20041.5,0.012038519221738
2022-09-01,2022-09-01,0.02963042,20122.5,0.0040416136516727
2022-09-02,2022-09-02,0.02996233,19941.0,-0.0090197540067089
2022-09-03,2022-09-03,0.02992126,19820.7,-0.0060327967504136
2022-09-04,2022-09-04,0.02980031,19992.7,0.0086777964451305
2022-09-05,2022-09-05,0.03005155,19784.9,-0.0103937937347131
2022-09-06,2022-09-06,0.02971654,18781.5,-0.0507154446067456
2022-09-07,2022-09-07,0.0295029,19287.0,0.0269147831642839
2022-09-08,2022-09-08,0.0294956,19309.3,0.0011562192150151
2022-09-09,2022-09-09,0.0296138,21352.0,0.1057884024796342
2022-09-10,2022-09-10,0.0296595,21639.5,0.0134647808167853
2022-09-11,2022-09-11,0.0297389,21820.3,0.0083550913838119
2022-09-12,2022-09-12,0.03002759,22386.0,0.0259253997424417
2022-09-13,2022-09-13,0.03007205,20162.5,-0.0993254712766907
2022-09-14,2022-09-14,0.03002081,20217.0,0.0027030378177308
2022-09-15,2022-09-15,0.02998791,19690.8,-0.0260276005342039
2022-09-16,2022-09-16,0.03003138,19792.5,0.0051648485587179
2022-09-17,2022-09-17,0.0301493,20102.0,0.0156372363268915
2022-09-18,2022-09-18,0.03027741,19404.5,-0.0346980399960202
2022-09-19,2022-09-19,0.03004492,19528.6,0.0063954237419154
2022-09-20,2022-09-20,0.02996224,18866.8,-0.033888758026689
2022-09-21,2022-09-21,0.03004676,18447.5,-0.0222242245637839
2022-09-22,2022-09-22,0.03024402,19392.5,0.0512264534489768
2022-09-23,2022-09-23,0.03049548,19280.7,-0.005765115379657
2022-09-24,2022-09-24,0.03057918,18911.0,-0.0191746150295373
2022-09-25,2022-09-25,0.03064872,18799.7,-0.0058854634868594
2022-09-26,2022-09-26,0.03061506,19216.3,0.0221599280839586
2022-09-27,2022-09-27,0.03094614,19070.1,-0.007608124352763
2022-09-28,2022-09-28,0.0312825,19407.3,0.0176821306652823
2022-09-29,2022-09-29,0.03156818,19582.5,0.0090275308775564
2022-09-30,2022-09-30,0.03149722,19411.7,-0.0087220732797139
2022-10-01,2022-10-01,0.03117719,19304.0,-0.0055482003121829
2022-10-02,2022-10-02,0.03109719,19049.4,-0.0131889763779526
2022-10-03,2022-10-03,0.0310359,19622.0,0.0300586895125305
2022-10-04,2022-10-04,0.03074908,20333.0,0.0362348384466415
2022-10-05,2022-10-05,0.03068462,20150.0,-0.0090001475434023
2022-10-06,2022-10-06,0.03036602,19954.0,-0.0097270471464019
2022-10-07,2022-10-07,0.03048048,19520.9,-0.0217049213190336
2022-10-08,2022-10-08,0.03052498,19406.2,-0.0058757536793898
2022-10-09,2022-10-09,0.03054249,19430.0,0.0012264121775513
2022-10-10,2022-10-10,0.03060942,19124.0,-0.0157488419969119
2022-10-11,2022-10-11,0.0307817,19055.0,-0.003608031792512
2022-10-12,2022-10-12,0.03078833,19148.0,0.004880608764104
2022-10-13,2022-10-13,0.03073047,19365.5,0.0113588886567788
2022-10-14,2022-10-14,0.03091718,19164.6,-0.0103741189228268
2022-10-15,2022-10-15,0.03091653,19060.4,-0.0054371080012104
2022-10-16,2022-10-16,0.03086674,19251.9,0.0100470084573252
2022-10-17,2022-10-17,0.03079029,19540.6,0.0149959224803783
2022-10-18,2022-10-18,0.03078763,19320.9,-0.0112432576277082
2022-10-19,2022-10-19,0.03094908,19116.7,-0.010568865839583
2022-10-20,2022-10-20,0.03088634,19034.7,-0.0042894432616508
2022-10-21,2022-10-21,0.03075336,19150.9,0.0061046404724003
2022-10-22,2022-10-22,0.03077316,19195.1,0.0023079855254843
2022-10-23,2022-10-23,0.03067158,19560.7,0.0190465274992055
2022-10-24,2022-10-24,0.03060808,19318.1,-0.0124024191363295
2022-10-25,2022-10-25,0.03031669,20068.3,0.0388340468265513
2022-10-26,2022-10-26,0.03012276,20758.3,0.0343825834774245
2022-10-27,2022-10-27,0.03005095,20285.5,-0.0227764315960362
2022-10-28,2022-10-28,0.02995813,20582.8,0.0146557886174853
2022-10-29,2022-10-29,0.02988104,20796.7,0.0103921721048643
2022-10-30,2022-10-30,0.02987282,20615.6,-0.0087081123447471
2022-10-31,2022-10-31,0.03012281,20482.0,-0.0064805293079026
2022-11-01,2022-11-01,0.03007672,20472.1,-0.000483351235231
2022-11-02,2022-11-02,0.03019752,20140.1,-0.0162171931555629
2022-11-03,2022-11-03,0.03036254,20199.7,0.0029592703114682
2022-11-04,2022-11-04,0.0302469,21137.6,0.0464313826442965
2022-11-05,2022-11-05,0.03035875,21289.9,0.0072051699341459
2022-11-06,2022-11-06,0.03049235,20900.0,-0.0183138483506264
2022-11-07,2022-11-07,0.031149,20578.6,-0.015377990430622
2022-11-08,2022-11-08,0.03149886,18534.0,-0.0993556412972699
2022-11-09,2022-11-09,0.03081145,15905.0,-0.1418474155605913
2022-11-10,2022-11-10,0.02997267,17588.0,0.1058157812008802
2022-11-11,2022-11-11,0.02943909,17058.3,-0.0301171253127132
2022-11-12,2022-11-12,0.02919853,16806.9,-0.014737693674047
2022-11-13,2022-11-13,0.02887953,16321.2,-0.0288988451171841
2022-11-14,2022-11-14,0.02866371,16605.2,0.0174006813224518
2022-11-15,2022-11-15,0.02834725,16888.3,0.0170488762556306
2022-11-16,2022-11-16,0.02843405,16650.6,-0.014074832872462
2022-11-17,2022-11-17,0.02810172,16682.1,0.0018918237180642
2022-11-18,2022-11-18,0.03070289,16689.7,0.0004555781346473
2022-11-19,2022-11-19,0.03072995,16692.9,0.0001917350221993
2022-11-20,2022-11-20,0.03055529,16272.6,-0.0251783692468056
2022-11-21,2022-11-21,0.03068188,15773.0,-0.0307019161043717
2022-11-22,2022-11-22,0.0310196,16220.6,0.0283776073036201
2022-11-23,2022-11-23,0.03120137,16595.8,0.0231310802313107
2022-11-24,2022-11-24,0.03118549,16592.4,-0.0002048711119679
2022-11-25,2022-11-25,0.03127876,16516.1,-0.0045984908753406
2022-11-26,2022-11-26,0.03134198,16449.2,-0.0040505930576829
2022-11-27,2022-11-27,0.03143307,16422.6,-0.0016170999197531
2022-11-28,2022-11-28,0.03127567,16204.5,-0.0132804793394467
2022-11-29,2022-11-29,0.03143776,16433.2,0.0141133635718473
2022-11-30,2022-11-30,0.03145796,17153.3,0.0438198281527637
2022-12-01,2022-12-01,0.03161195,16970.5,-0.0106568415406947
2022-12-02,2022-12-02,0.03149636,17083.0,0.0066291505848383
2022-12-03,2022-12-03,0.03146393,16879.5,-0.0119124275595621
2022-12-04,2022-12-04,0.031347,17099.5,0.0130335614206582
2022-12-05,2022-12-05,0.03141968,16958.3,-0.0082575513903915
2022-12-06,2022-12-06,0.03132721,17078.6,0.0070938714375849
2022-12-07,2022-12-07,0.0313362,16828.0,-0.0146733338798261
2022-12-08,2022-12-08,0.03123841,17216.0,0.0230568100784407
2022-12-09,2022-12-09,0.03101427,17122.0,-0.0054600371747212
2022-12-10,2022-12-10,0.03095157,17120.0,-0.0001168087840205
2022-12-11,2022-12-11,0.03086254,17077.3,-0.0024941588785046
2022-12-12,2022-12-12,0.03037386,17200.0,0.0071849765478149
2022-12-13,2022-12-13,0.02827604,17777.1,0.0335523255813952
2022-12-14,2022-12-14,0.02794849,17803.9,0.0015075574756289
2022-12-15,2022-12-15,0.0277706,17351.8,-0.0253933127011498
2022-12-16,2022-12-16,0.02729173,16624.1,-0.0419380121947002
2022-12-17,2022-12-17,0.02675418,16768.0,0.0086561076990634
2022-12-18,2022-12-18,0.02677687,16730.3,-0.0022483301526717
2022-12-19,2022-12-19,0.02682873,16429.2,-0.0179972863606748
2022-12-20,2022-12-20,0.0268183,16887.2,0.0278771942638715
2022-12-21,2022-12-21,0.02684954,16819.6,-0.0040030318821356
2022-12-22,2022-12-22,0.02692339,16815.5,-0.0002437632286141
2022-12-23,2022-12-23,0.02708234,16776.4,-0.0023252356456839
2022-12-24,2022-12-24,0.02698076,16828.9,0.0031293960563649
2022-12-25,2022-12-25,0.02694961,16824.4,-0.0002673971560827
2022-12-26,2022-12-26,0.02692674,16912.9,0.0052602173034401
2022-12-27,2022-12-27,0.02715046,16698.2,-0.0126944521637331
2022-12-28,2022-12-28,0.0273272,16539.0,-0.0095339617443797
2022-12-29,2022-12-29,0.0275038,16630.3,0.0055202853860572
2022-12-30,2022-12-30,0.02755428,16601.2,-0.0017498181031009
2022-12-31,2022-12-31,0.02784467,16537.6,-0.0038310483579501
2023-01-01,2023-01-01,0.02786269,16610.3,0.0043960429566562
2023-01-02,2023-01-02,0.02786564,16666.0,0.0033533409992594
2023-01-03,2023-01-03,0.02772691,16667.2,7.20028801153294e-05
2023-01-04,2023-01-04,0.02854102,16842.1,0.0104936642027453
2023-01-05,2023-01-05,0.02842148,16823.8,-0.0010865628395508
2023-01-06,2023-01-06,0.02833642,16943.8,0.007132752410276
2023-01-07,2023-01-07,0.02842753,16936.5,-0.000430836058027
2023-01-08,2023-01-08,0.02842436,17124.7,0.011112095179051
2023-01-09,2023-01-09,0.02828071,17169.7,0.0026277832604366
2023-01-10,2023-01-10,0.02818872,17428.8,0.0150905374001875
2023-01-11,2023-01-11,0.02805008,17935.7,0.0290840447994125
2023-01-12,2023-01-12,0.02825037,18838.0,0.0503074873018616
2023-01-13,2023-01-13,0.02805054,19924.2,0.0576600488374563
2023-01-14,2023-01-14,0.02825548,20962.8,0.0521275634655342
2023-01-15,2023-01-15,0.02838999,20882.7,-0.0038210544392923
2023-01-16,2023-01-16,0.02831887,21188.3,0.0146341229821813
2023-01-17,2023-01-17,0.02832435,21130.9,-0.0027090422544516
2023-01-18,2023-01-18,0.02842747,20680.0,-0.0213384190924191
2023-01-19,2023-01-19,0.0289186,21068.3,0.0187765957446808
2023-01-20,2023-01-20,0.02825268,22661.1,0.0756017334099097
2023-01-21,2023-01-21,0.02842401,22781.9,0.0053307209270512
2023-01-22,2023-01-22,0.02846103,22704.6,-0.0033930444782921
2023-01-23,2023-01-23,0.02856224,22913.1,0.0091831611215349
2023-01-24,2023-01-24,0.02840268,22627.4,-0.0124688496973346
2023-01-25,2023-01-25,0.02839948,23060.6,0.0191449304825122
2023-01-26,2023-01-26,0.02841327,23001.9,-0.002545467160438
2023-01-27,2023-01-27,0.02836855,23068.0,0.0028736756528808
2023-01-28,2023-01-28,0.02839132,23015.9,-0.0022585399687878
2023-01-29,2023-01-29,0.02845703,23740.3,0.0314738941340551
2023-01-30,2023-01-30,0.02878296,22819.9,-0.0387695184980811
2023-01-31,2023-01-31,0.02877182,23119.4,0.0131245097480707
2023-02-01,2023-02-01,0.02880473,23730.0,0.0264107200013841
2023-02-02,2023-02-02,0.0286469,23493.1,-0.0099831436999578
2023-02-03,2023-02-03,0.02855591,23424.7,-0.0029114931618219
2023-02-04,2023-02-04,0.0285471,23322.6,-0.0043586470691194
2023-02-05,2023-02-05,0.02856367,22929.2,-0.0168677591692177
2023-02-06,2023-02-06,0.02854591,22757.7,-0.0074795457320796
2023-02-07,2023-02-07,0.02847918,23234.1,0.0209335741309533
2023-02-08,2023-02-08,0.02849338,22955.9,-0.0119737799183096
2023-02-09,2023-02-09,0.02851843,21793.4,-0.0506405760610562
2023-02-10,2023-02-10,0.02880752,21618.6,-0.0080207769324659
2023-02-11,2023-02-11,0.02887825,21851.3,0.0107638792521256
2023-02-12,2023-02-12,0.02881189,21771.1,-0.0036702621811974
2023-02-13,2023-02-13,0.02855363,21766.2,-0.0002250690135086
2023-02-14,2023-02-14,0.02860565,22187.4,0.0193511040052927
2023-02-15,2023-02-15,0.02866592,24332.6,0.0966855061881968
2023-02-16,2023-02-16,0.02891449,23526.6,-0.0331242859373843
2023-02-17,2023-02-17,0.02881167,24581.5,0.0448386082136815
2023-02-18,2023-02-18,0.02884727,24636.9,0.0022537273966194
2023-02-19,2023-02-19,0.02886744,24265.9,-0.0150587127438922
2023-02-20,2023-02-20,0.02893992,24849.9,0.024066694414796
2023-02-21,2023-02-21,0.02912402,24443.4,-0.016358214721186
2023-02-22,2023-02-22,0.02917747,24171.3,-0.0111318392694961
2023-02-23,2023-02-23,0.02906206,23928.8,-0.0100325592748424
2023-02-24,2023-02-24,0.0291015,23175.6,-0.0314767142522818
2023-02-25,2023-02-25,0.029119,23146.2,-0.0012685755708589
2023-02-26,2023-02-26,0.02913216,23545.3,0.0172425711347865
2023-02-27,2023-02-27,0.0291479,23480.0,-0.0027733772769936
2023-02-28,2023-02-28,0.02919997,23129.6,-0.0149233390119251
2023-03-01,2023-03-01,0.02915212,23619.8,0.0211936220254564
2023-03-02,2023-03-02,0.02915503,23457.1,-0.0068882886391925
2023-03-03,2023-03-03,0.02900186,22342.8,-0.0475037408716336
2023-03-04,2023-03-04,0.02907828,22335.7,-0.0003177757487869
2023-03-05,2023-03-05,0.02919744,22419.4,0.0037473640852985
2023-03-06,2023-03-06,0.02929845,22397.1,-0.0009946742553326
2023-03-07,2023-03-07,0.02943178,22187.1,-0.0093762138848333
2023-03-08,2023-03-08,0.02905323,21695.4,-0.0221615262923048
2023-03-09,2023-03-09,0.0291617,20348.3,-0.0620915032679739
2023-03-10,2023-03-10,0.02878057,20140.3,-0.0102219841460957
2023-03-11,2023-03-11,0.02848529,20447.3,0.0152430698648977
2023-03-12,2023-03-12,0.02867531,21986.2,0.0752617705027069
2023-03-13,2023-03-13,0.02991619,24119.5,0.0970290454921722
2023-03-14,2023-03-14,0.03035908,24682.5,0.0233421090818632
2023-03-15,2023-03-15,0.03042727,24288.0,-0.0159829838954724
2023-03-16,2023-03-16,0.03060078,24990.4,0.0289196310935442
2023-03-17,2023-03-17,0.03073313,27384.0,0.0957807798194505
2023-03-18,2023-03-18,0.03104121,26907.0,-0.017418930762489
2023-03-19,2023-03-19,0.03103926,27955.7,0.0389749879213587
2023-03-20,2023-03-20,0.03132946,27704.1,-0.0089999534978556
2023-03-21,2023-03-21,0.03122734,28091.1,0.013969051512231
2023-03-22,2023-03-22,0.03122197,27233.8,-0.0305185628188287
